Date,EU_Trend,OF_Trend,OS_Trend,SF_Trend,USB_Trend,PLT_Trend,PLD_Trend,USDI_Price,USDI_Open,USDI_High,USDI_Low,USDI_Volume,USDI_Trend
9/29/2014,1,1,1,1,0,1,1,85.716,85.81,85.93,85.59,21880,0
9/30/2014,0,0,0,0,1,0,0,86.047,85.74,86.335,85.62,35420,1
10/1/2014,0,0,0,1,0,0,1,86.076,86.05,86.295,85.89,38960,1
10/3/2014,0,0,0,0,1,0,0,86.823,85.725,86.87,85.715,55580,1
10/6/2014,1,1,1,1,0,1,1,86.044,86.8,86.845,85.735,43430,0
10/7/2014,1,0,0,0,0,1,1,85.778,85.93,86.225,85.645,42700,0
10/8/2014,1,0,0,0,0,1,1,85.407,85.755,86.03,85.29,51010,0
10/9/2014,0,0,0,1,1,0,1,85.655,85.365,85.785,85.015,55450,1
10/10/2014,0,1,1,0,0,0,0,86.031,85.655,86.105,85.515,28190,1
10/13/2014,1,0,0,0,0,0,1,85.727,85.9,85.935,85.205,21540,0
10/14/2014,0,0,0,1,0,0,1,85.941,85.42,86.005,85.385,29920,1
10/16/2014,0,1,1,1,1,0,0,85.041,85,85.53,84.835,59860,0
10/17/2014,0,1,0,0,1,1,1,85.213,85.025,85.355,84.855,26570,1
10/20/2014,1,0,0,1,0,1,1,85.038,85.33,85.47,84.99,17650,0
10/21/2014,0,1,1,1,1,1,1,85.404,85.13,85.46,84.795,32410,1
10/22/2014,0,0,0,0,0,0,1,85.854,85.47,85.895,85.325,34250,1
10/23/2014,0,1,1,0,1,0,1,85.946,85.87,86.05,85.755,20050,1
10/24/2014,1,0,0,1,0,0,1,85.818,85.925,86.015,85.615,25210,0
10/27/2014,1,0,0,1,0,1,1,85.561,85.8,85.8,85.475,22240,0
10/28/2014,1,1,1,0,1,1,1,85.473,85.615,85.75,85.29,28260,0
10/29/2014,0,1,1,1,1,0,1,86.036,85.435,86.13,85.245,35650,1
10/30/2014,0,0,0,0,0,0,0,86.232,86.095,86.585,86.075,35210,1
10/31/2014,0,0,0,0,1,0,1,87.016,86.25,87.245,86.23,64770,1
11/3/2014,0,0,0,1,1,0,1,87.407,87.13,87.54,87.125,40070,1
11/4/2014,1,0,0,0,0,0,0,87.092,87.365,87.385,86.975,32510,0
11/5/2014,0,1,1,0,1,0,0,87.567,87.105,87.72,87.05,35200,1
11/6/2014,0,0,0,0,1,0,0,88.134,87.58,88.27,87.23,55060,1
11/7/2014,1,1,1,1,0,1,1,87.726,88.175,88.315,87.545,65230,0
11/10/2014,0,0,0,0,1,0,0,87.911,87.63,87.93,87.21,35400,1
11/11/2014,1,0,1,1,1,0,1,87.719,87.83,88.155,87.43,26760,0
11/12/2014,0,0,0,0,1,0,1,87.906,87.765,87.98,87.47,32510,1
11/13/2014,1,0,0,1,0,0,0,87.752,87.9,87.96,87.7,24050,0
11/14/2014,1,1,1,1,0,1,1,87.593,87.95,88.365,87.455,54440,0
11/17/2014,0,0,0,0,1,1,0,88.01,87.65,88.055,87.23,28650,1
11/18/2014,1,0,0,1,0,1,1,87.645,87.95,87.97,87.565,26250,0
11/19/2014,1,0,1,1,1,0,0,87.711,87.74,87.85,87.365,45970,1
11/20/2014,0,1,1,0,0,1,0,87.667,87.78,88.01,87.54,38420,0
11/21/2014,0,1,1,1,0,1,1,88.405,87.72,88.48,87.505,55320,1
11/24/2014,1,0,0,1,0,0,0,88.206,88.445,88.515,88.145,26080,0
11/25/2014,1,0,0,1,0,1,1,87.962,88.225,88.4,87.87,33880,0
11/26/2014,1,0,0,1,0,1,1,87.649,87.925,88.105,87.56,27570,0
11/28/2014,0,0,0,0,0,0,1,88.413,88.135,88.455,87.995,26820,1
12/1/2014,1,1,1,1,1,1,0,87.982,88.37,88.505,87.805,43340,0
12/2/2014,0,0,0,0,1,0,0,88.703,88.025,88.73,87.995,36440,1
12/3/2014,0,0,0,1,0,1,0,88.993,88.675,89.06,88.63,34680,1
12/4/2014,1,0,0,1,0,1,1,88.735,88.97,89.2,88.23,67520,0
12/5/2014,0,0,0,0,1,0,1,89.36,88.665,89.495,88.65,42740,1
12/8/2014,1,0,0,1,0,1,0,89.047,89.435,89.565,88.91,45090,0
12/9/2014,1,1,1,1,0,1,1,88.692,89.21,89.28,88.155,64120,0
12/10/2014,1,0,0,1,0,0,1,88.287,88.685,88.82,88.195,57050,0
12/11/2014,0,0,0,1,0,0,0,88.682,87.97,88.795,87.935,45950,1
12/12/2014,1,0,0,0,0,0,0,88.345,88.59,88.64,88.12,13160,0
12/15/2014,0,0,0,0,1,0,0,88.57,88.145,88.6,88.145,780,1
12/16/2014,1,0,1,0,0,0,0,88.297,88.68,88.735,87.83,56870,0
12/17/2014,0,1,1,1,1,0,0,89.326,88.19,89.365,88.085,60780,1
12/18/2014,0,0,0,0,1,1,1,89.477,89.25,89.615,89.12,33220,1
12/19/2014,0,1,1,1,0,0,1,89.841,89.51,89.88,89.38,28390,1
12/22/2014,1,0,0,0,0,0,1,89.949,89.92,89.985,89.58,16460,1
12/23/2014,0,1,1,1,1,1,0,90.326,89.945,90.405,89.845,26080,1
12/24/2014,1,0,0,1,0,0,0,90.223,90.245,90.315,90.08,13080,0
12/26/2014,0,0,0,1,0,1,1,90.31,90.12,90.37,90.07,6650,1
12/29/2014,0,0,0,0,0,0,0,90.496,90.31,90.605,90.08,22570,1
12/30/2014,1,1,1,1,0,1,0,90.279,90.515,90.66,90.115,25190,0
12/31/2014,0,0,0,0,0,0,0,90.647,90.255,90.665,90.155,18530,1
1/2/2015,0,0,0,1,0,0,0,91.383,90.81,91.49,90.8,44830,1
1/5/2015,0,0,0,1,0,1,0,91.622,91.73,92.05,91.55,42510,1
1/6/2015,0,0,0,1,0,1,1,91.738,91.57,91.93,91.415,44990,1
1/7/2015,0,1,1,0,1,1,0,92.115,92,92.51,91.9,43830,1
1/8/2015,0,0,1,0,1,0,1,92.602,92.235,92.76,92.22,28010,1
1/9/2015,1,0,0,0,0,1,1,92.147,92.515,92.745,92.105,45230,0
1/12/2015,0,0,0,1,0,1,1,92.184,92.04,92.53,91.865,32140,1
1/13/2015,0,0,1,1,0,1,1,92.502,92.15,92.63,92.02,34170,1
1/14/2015,1,1,1,0,0,0,0,92.345,92.46,92.635,91.8,50460,0
1/15/2015,0,0,0,0,0,1,0,92.608,92.37,93.3,91.495,80170,1
1/16/2015,0,1,1,1,1,1,0,92.89,92.565,93.565,92.38,60080,1
1/20/2015,0,0,0,1,0,1,1,93.349,93.05,93.385,92.84,32220,1
1/21/2015,1,1,1,1,1,0,0,93.14,93.3,93.325,92.36,55510,0
1/22/2015,0,0,0,1,0,1,1,94.362,93.08,94.765,92.67,60130,1
1/23/2015,0,1,0,0,0,0,1,95.053,94.42,95.775,94.35,57850,1
1/27/2015,1,1,1,0,1,1,0,94.25,95.325,95.325,93.955,57000,0
1/28/2015,0,0,0,0,0,0,1,94.727,94.365,94.9,94.195,33190,1
1/29/2015,1,1,1,0,1,0,0,95.011,94.875,95.26,94.52,48160,1
1/30/2015,0,1,1,1,0,1,1,94.998,94.895,95.135,94.675,30680,0
2/2/2015,1,1,1,0,1,0,1,94.734,94.905,95.1,94.615,23090,0
2/3/2015,1,1,1,1,1,1,0,93.724,94.71,94.925,93.385,58630,0
2/4/2015,0,0,0,1,0,1,1,94.165,93.95,94.7,93.77,21310,1
2/5/2015,1,1,1,0,1,1,1,93.732,94.66,94.665,93.56,28930,0
2/6/2015,0,1,1,0,1,0,0,94.851,93.73,94.92,93.68,48610,1
2/9/2015,1,1,1,1,1,0,0,94.582,94.9,95.035,94.47,27720,0
2/10/2015,0,0,0,0,1,0,0,94.853,94.63,94.98,94.45,32170,1
2/11/2015,1,0,0,0,1,0,1,95.09,94.805,95.23,94.75,24860,1
2/12/2015,1,1,1,0,0,1,1,94.198,95.015,95.1,94.075,41120,0
2/13/2015,0,1,1,1,1,1,1,94.279,94.32,94.415,93.975,20760,1
2/17/2015,1,1,1,0,1,0,0,94.147,94.515,94.54,93.835,25850,0
2/18/2015,0,0,0,0,0,0,0,94.257,94.195,94.625,94.045,24460,1
2/19/2015,0,0,1,1,1,0,1,94.492,94.165,94.535,93.9,31840,1
2/20/2015,1,1,0,0,0,0,0,94.34,94.475,94.89,94.11,48780,0
2/23/2015,0,0,0,0,0,0,1,94.657,94.415,95.025,94.38,27310,1
2/24/2015,1,0,0,0,0,1,1,94.561,94.66,95.07,94.5,36520,0
2/25/2015,1,1,1,1,1,1,1,94.235,94.445,94.475,94.165,25310,0
2/26/2015,0,0,0,1,1,1,1,95.336,94.26,95.41,94.075,56170,1
2/27/2015,0,1,1,0,0,1,1,95.321,95.23,95.44,94.855,33730,0
3/2/2015,0,0,1,0,1,1,1,95.479,95.375,95.555,95.1,20480,1
3/3/2015,0,1,1,0,1,0,1,95.408,95.505,95.595,95.135,21800,0
3/4/2015,0,0,1,0,0,0,0,95.986,95.385,96.07,95.365,57090,1
3/5/2015,0,0,0,0,0,0,0,96.394,95.98,96.615,95.86,37530,1
3/6/2015,0,0,0,0,1,0,0,97.604,96.39,97.755,96.32,55090,1
3/9/2015,1,0,1,0,0,0,1,97.58,97.77,97.845,97.31,45300,0
3/10/2015,0,0,0,0,0,0,0,98.615,97.765,98.655,97.765,71850,1
3/11/2015,0,1,0,0,0,0,0,99.785,98.565,99.97,98.465,88440,1
3/12/2015,1,0,0,1,1,0,0,99.411,99.66,100.065,98.64,72340,0
3/13/2015,0,0,0,1,1,0,1,100.314,99.18,100.38,99.18,28710,1
3/16/2015,1,0,0,0,0,0,0,99.482,100.23,100.29,99.44,7810,0
3/17/2015,1,1,0,0,0,0,0,99.949,100.1,100.265,99.58,44890,1
3/18/2015,1,1,1,0,0,1,1,98.781,99.99,100.12,94.765,101770,0
3/19/2015,0,0,0,1,1,0,1,99.584,97.85,99.765,97.365,96930,1
3/20/2015,1,1,1,1,0,1,1,98.171,99.3,99.46,97.695,87650,0
3/23/2015,1,1,1,0,0,1,0,97.298,97.8,98.55,97.06,74920,0
3/24/2015,0,0,1,1,0,0,0,97.446,97.255,97.665,96.575,70360,1
3/25/2015,1,1,1,1,1,1,1,97.197,97.53,97.56,96.675,43560,0
3/26/2015,0,1,1,1,1,1,1,97.682,97.14,97.795,96.315,58870,1
3/27/2015,1,0,0,0,0,0,0,97.52,97.575,98.21,97.19,56440,0
3/30/2015,0,0,1,0,0,0,0,98.281,97.62,98.375,97.575,39920,1
3/31/2015,0,0,0,0,0,1,1,98.661,98.25,99.005,98.14,45400,1
4/1/2015,1,1,1,1,0,1,1,98.475,98.73,98.975,98.255,48580,0
4/2/2015,1,0,0,0,1,0,0,97.673,98.435,98.565,97.555,40550,0
4/6/2015,0,1,1,1,1,1,1,96.961,96.835,97.455,96.49,31130,1
4/7/2015,0,1,1,0,0,0,1,98.056,97.25,98.255,97.11,39780,1
4/8/2015,0,0,0,0,1,0,0,98.131,98.115,98.42,97.46,48800,1
4/9/2015,0,1,0,0,1,0,1,99.395,98.26,99.415,98.235,52510,1
4/10/2015,0,1,1,1,0,1,1,99.596,99.215,99.97,99.085,46420,1
4/13/2015,0,1,1,0,0,0,0,99.768,99.66,100.27,99.455,57810,1
4/14/2015,1,1,1,0,0,0,0,98.94,99.775,99.985,98.575,65990,0
4/15/2015,1,1,1,1,0,1,1,98.525,99.005,99.58,98.41,76200,0
4/16/2015,1,1,1,0,1,0,1,97.614,98.58,98.925,97.47,71190,0
4/17/2015,1,0,0,0,0,1,1,97.707,97.89,98.03,97.17,57700,1
4/20/2015,0,0,1,0,1,0,0,98.16,97.6,98.305,97.515,35000,1
4/21/2015,0,0,0,1,1,0,1,98.205,98.08,98.695,97.825,38930,1
4/22/2015,0,1,1,0,1,0,0,98.138,98.18,98.35,97.615,34950,0
4/23/2015,1,1,1,1,0,1,1,97.454,98.23,98.645,97.335,47030,0
4/24/2015,1,1,0,0,0,0,1,97.099,97.535,97.74,96.9,53910,0
4/27/2015,1,0,0,1,1,1,1,96.941,97.125,97.46,96.62,40080,0
4/28/2015,1,0,1,1,1,1,0,96.194,96.95,97.1,96.105,52160,0
4/29/2015,1,1,1,1,1,0,1,95.322,96.245,96.295,94.75,101560,0
4/30/2015,1,1,1,0,0,0,0,94.714,95.305,95.54,94.47,83920,0
5/1/2015,0,0,0,1,1,0,0,95.445,94.94,95.545,94.6,53210,1
5/4/2015,0,0,0,1,1,1,1,95.637,95.4,95.78,95.18,29210,1
5/5/2015,1,1,1,1,1,1,1,95.202,95.595,96.095,94.995,48160,0
5/6/2015,1,1,0,1,1,0,0,94.175,95.3,95.345,93.96,77820,0
5/7/2015,0,0,0,0,0,0,0,94.749,94.25,94.94,93.975,43630,1
5/8/2015,0,0,1,1,0,1,1,94.904,94.745,95.175,94.25,57610,1
5/11/2015,0,0,0,0,1,0,0,95.1,94.88,95.345,94.865,27360,1
5/12/2015,1,1,1,1,0,1,1,94.606,95.15,95.25,94.305,32140,0
5/13/2015,1,0,0,1,1,1,1,93.643,94.605,94.67,93.505,40880,0
5/14/2015,1,0,0,1,0,1,0,93.505,93.73,93.82,93.155,53550,0
5/15/2015,1,1,1,1,0,1,1,93.18,93.475,94.085,93.17,41580,0
5/18/2015,0,0,0,1,1,1,0,94.269,93.31,94.32,93.285,36970,1
5/19/2015,0,0,0,0,1,0,0,95.363,94.13,95.555,94.13,62670,1
5/20/2015,0,1,1,1,0,1,1,95.509,95.385,95.935,95.325,52440,1
5/21/2015,1,1,1,0,0,0,0,95.329,95.635,95.755,95.05,39460,0
5/22/2015,0,0,0,0,1,0,1,96.11,95.46,96.355,94.88,65470,1
5/26/2015,0,0,0,0,0,0,0,97.407,96.54,97.47,96.53,62430,1
5/27/2015,1,0,0,0,0,0,1,97.474,97.315,97.88,97.005,55130,1
5/28/2015,1,1,1,0,1,0,0,97.059,97.375,97.76,97.01,64030,0
5/29/2015,1,1,1,1,0,0,0,96.986,97.015,97.27,96.825,49480,0
6/1/2015,0,0,0,0,1,0,0,97.473,96.99,97.76,96.975,50330,1
6/2/2015,1,1,1,1,1,1,0,95.878,97.53,97.61,95.71,86880,0
6/3/2015,1,0,0,0,1,0,0,95.509,96,96.575,95.23,75830,0
6/4/2015,0,0,0,0,0,0,0,95.493,95.43,95.625,94.67,62380,0
6/5/2015,0,1,1,0,1,0,0,96.361,95.715,96.955,95.24,74990,1
6/8/2015,1,0,0,0,0,1,0,95.323,96.445,96.595,95.08,57540,0
6/9/2015,0,1,1,1,1,1,0,95.172,95.27,95.605,94.86,52050,0
6/10/2015,1,1,1,0,1,1,1,94.651,95.1,95.255,94.3,82060,0
6/11/2015,0,0,0,1,0,0,0,94.98,94.74,95.63,94.635,37630,1
6/12/2015,1,0,0,0,1,0,0,94.987,95.1,95.665,94.67,36250,1
6/15/2015,1,0,0,1,1,0,0,95.129,95.155,95.36,95,1760,1
6/16/2015,0,1,1,0,0,0,0,95.262,95.12,95.5,94.81,35490,1
6/17/2015,1,1,0,1,1,1,0,94.49,95.27,95.59,94.31,58260,0
6/18/2015,1,1,1,1,1,1,0,94.241,94.35,94.44,93.3,52560,0
6/19/2015,0,0,0,0,0,1,0,94.272,94.2,94.695,94.095,28080,1
6/22/2015,0,1,1,1,1,0,0,94.515,94.275,94.64,93.99,30430,1
6/23/2015,0,1,1,0,1,1,1,95.645,94.5,95.885,94.485,47350,1
6/24/2015,1,0,0,1,0,1,0,95.418,95.58,95.73,95.125,35300,0
6/25/2015,0,0,0,0,1,1,0,95.387,95.42,95.7,95.26,26730,0
6/26/2015,0,1,0,0,1,1,0,95.651,95.36,95.86,95.275,33080,1
6/29/2015,1,0,0,0,1,1,0,94.95,96.41,96.695,94.85,72740,0
6/30/2015,0,1,1,0,1,0,1,95.661,95.185,95.885,95.015,40810,1
7/1/2015,0,0,0,0,1,1,1,96.509,95.795,96.555,95.64,45910,1
7/2/2015,1,1,0,1,0,1,0,96.29,96.58,96.67,96.03,40950,0
7/6/2015,0,0,0,1,1,0,0,96.477,96.77,96.87,96.195,38440,1
7/7/2015,0,1,1,0,0,0,0,97.076,96.5,97.45,96.49,50120,1
7/8/2015,1,1,0,1,0,0,1,96.472,96.905,97.09,96.205,39480,0
7/9/2015,0,1,1,1,1,0,0,96.788,96.44,96.94,96.11,32280,1
7/10/2015,1,1,1,1,1,1,1,96.172,96.55,96.6,95.555,46500,0
7/13/2015,0,0,0,0,1,1,1,96.998,96.065,97.035,95.73,46050,1
7/14/2015,1,1,1,0,0,0,0,96.784,97.095,97.22,96.3,29550,0
7/15/2015,0,0,0,0,0,0,0,97.279,96.815,97.44,96.675,42320,1
7/16/2015,0,1,0,0,1,0,0,97.806,97.35,97.915,97.31,39390,1
7/17/2015,0,0,0,0,0,0,0,97.989,97.755,98.1,97.54,27100,1
7/20/2015,0,0,0,0,1,0,0,98.161,98.09,98.31,97.865,26100,1
7/21/2015,1,1,1,0,0,1,1,97.426,98.15,98.295,97.22,43420,0
7/22/2015,0,0,0,0,0,1,0,97.722,97.45,97.94,97.215,35540,1
7/23/2015,1,0,0,0,0,0,0,97.226,97.6,97.635,96.95,41750,0
7/24/2015,1,0,0,0,0,1,1,97.346,97.3,97.745,97.215,27600,1
7/27/2015,1,0,0,1,0,0,0,96.605,97.36,97.41,96.36,48480,0
7/28/2015,0,0,1,0,1,1,1,96.863,96.66,97.075,96.555,24180,1
7/29/2015,0,1,1,1,1,1,0,97.077,96.705,97.35,96.555,31980,1
7/30/2015,0,0,0,1,0,1,1,97.694,97.265,97.89,97.255,35190,1
7/31/2015,1,0,0,1,0,0,0,97.439,97.555,97.725,96.375,60530,0
8/3/2015,0,0,0,0,0,0,0,97.616,97.305,97.695,97.245,30070,1
8/4/2015,0,1,1,0,1,0,0,98.024,97.61,98.105,97.31,37130,1
8/5/2015,1,0,0,0,1,0,0,98.035,98.075,98.335,97.655,47150,1
8/6/2015,1,0,0,1,0,1,1,97.906,97.955,98.26,97.685,26780,0
8/7/2015,1,0,0,1,0,1,0,97.619,97.925,98.425,97.36,58350,0
8/10/2015,1,1,1,1,1,1,1,97.202,97.66,97.975,97.08,34740,0
8/11/2015,1,0,0,1,0,1,0,97.335,97.24,97.645,96.905,44820,1
8/12/2015,1,1,1,1,1,1,1,96.295,97.235,97.375,95.945,68810,0
8/13/2015,0,0,0,0,1,0,0,96.461,96.37,96.84,96.135,36250,1
8/14/2015,0,0,0,0,1,1,1,96.533,96.36,96.695,96.105,41610,1
8/17/2015,0,0,0,1,0,1,0,96.815,96.57,96.96,96.525,31630,1
8/18/2015,0,1,1,0,1,0,0,97.07,96.845,97.1,96.69,25300,1
8/19/2015,1,0,0,1,0,1,1,96.368,97.025,97.105,96.34,44760,0
8/20/2015,1,0,1,1,0,1,1,96.002,96.47,96.59,95.715,47780,0
8/21/2015,1,0,0,0,0,0,0,95.005,95.78,95.805,94.81,61650,0
8/24/2015,1,0,0,0,0,0,0,93.356,94.88,94.96,92.52,142820,0
8/25/2015,0,1,1,0,1,1,0,94.544,93.52,94.725,93.5,82430,1
8/26/2015,0,0,0,0,1,1,0,95.131,93.78,95.475,93.73,81420,1
8/27/2015,0,1,1,1,1,1,1,95.652,95.21,96.06,95.015,55510,1
8/28/2015,0,1,1,1,0,1,1,96.135,95.805,96.355,95.4,45740,1
8/31/2015,1,1,1,1,1,0,1,95.854,96.19,96.26,95.64,36270,0
9/1/2015,1,0,0,0,0,0,0,95.446,95.89,95.89,95.21,53680,0
9/2/2015,0,1,1,1,1,1,1,95.844,95.455,95.97,95.45,46440,1
9/3/2015,0,1,1,1,0,0,0,96.423,96.01,96.635,95.81,56010,1
9/4/2015,1,0,0,1,0,0,0,96.24,96.4,96.595,95.66,44760,0
9/8/2015,1,1,1,1,1,1,1,95.987,96.215,96.25,95.735,40380,0
9/9/2015,1,0,0,0,1,0,0,96.01,95.86,96.42,95.86,57440,1
9/10/2015,1,1,1,1,1,0,1,95.442,95.885,96.21,95.39,39620,0
9/11/2015,1,0,0,0,0,0,0,95.194,95.525,95.675,95.115,22970,0
9/14/2015,0,0,0,0,0,0,0,95.364,95.175,95.355,94.94,510,1
9/15/2015,0,1,1,0,1,1,1,95.785,95.46,95.85,95.285,22340,1
9/16/2015,1,1,1,1,1,1,1,95.546,95.765,96.01,95.3,26770,0
9/17/2015,1,0,0,1,0,1,0,94.677,95.455,95.53,94.485,48960,0
9/18/2015,0,0,0,1,0,1,1,94.996,94.75,95.535,94.195,35460,1
9/21/2015,0,1,1,1,1,0,1,96.034,95.44,96.135,95.18,36500,1
9/22/2015,0,1,1,0,0,0,0,96.446,96.07,96.58,95.91,30280,1
9/23/2015,1,0,0,1,1,1,1,96.206,96.525,96.715,96.185,40600,0
9/24/2015,1,1,1,1,0,1,1,96.149,96.36,96.465,95.575,49550,0
9/25/2015,0,1,1,0,1,0,1,96.434,96.385,96.88,96.27,43890,1
9/28/2015,1,0,0,0,0,0,0,96.182,96.36,96.67,96.035,28670,0
9/29/2015,1,1,1,0,0,0,1,95.993,96.19,96.385,95.825,28190,0
9/30/2015,0,1,1,0,0,0,0,96.48,96.055,96.565,95.985,24120,1
10/1/2015,1,0,0,0,1,0,1,96.326,96.4,96.635,96.09,20390,0
10/5/2015,0,1,1,1,1,1,0,96.24,96.015,96.295,95.55,23980,1
10/6/2015,1,1,1,1,0,1,1,95.563,96.165,96.275,95.49,19190,0
10/7/2015,0,0,0,1,1,1,0,95.58,95.58,95.795,95.425,21730,1
10/8/2015,1,1,1,0,1,1,1,95.407,95.665,95.72,95.045,28540,0
10/9/2015,1,0,0,0,0,1,1,94.883,95.35,95.42,94.745,31770,0
10/12/2015,0,0,0,1,0,1,0,94.765,94.94,94.94,94.665,15580,0
10/13/2015,1,0,0,1,0,0,0,94.79,94.96,95.025,94.575,21230,1
10/14/2015,1,0,0,1,0,1,1,93.957,94.79,94.795,93.86,36030,0
10/15/2015,0,0,1,0,1,1,1,94.43,93.98,94.625,93.83,33340,1
10/16/2015,0,1,1,0,1,1,0,94.588,94.59,94.805,94.415,20540,1
10/19/2015,0,0,0,0,0,0,0,94.953,94.72,95.045,94.595,19110,1
10/20/2015,1,1,0,1,1,1,1,94.939,94.97,94.985,94.63,16710,0
10/21/2015,0,0,0,0,0,0,0,95.068,94.855,95.095,94.75,16140,1
10/22/2015,0,1,1,1,1,1,1,96.454,95.05,96.5,94.985,52440,1
10/23/2015,0,0,0,1,1,0,1,97.243,96.595,97.3,96.225,46040,1
10/26/2015,1,0,0,1,0,0,0,96.955,97.235,97.25,96.785,24110,0
10/27/2015,0,0,0,1,0,0,0,96.992,96.885,97.06,96.62,27190,1
10/28/2015,0,1,1,1,1,1,1,97.861,97.05,97.895,96.51,47240,1
10/29/2015,1,0,0,0,1,0,0,97.364,97.705,97.795,97.315,34760,0
10/30/2015,1,1,1,0,0,0,1,97.019,97.3,97.445,96.65,41180,0
11/2/2015,1,0,0,0,1,0,0,97.003,96.815,97.04,96.71,16590,0
11/3/2015,0,1,1,0,1,0,0,97.243,97,97.57,96.845,19060,1
11/4/2015,0,0,0,0,1,0,0,98.029,97.335,98.15,97.3,29910,1
11/5/2015,1,0,0,0,1,0,0,98.05,98.015,98.24,97.855,27040,1
11/6/2015,0,0,0,0,1,0,1,99.26,98.06,99.47,98,49530,1
11/9/2015,1,0,0,0,1,0,0,99.076,99.375,99.43,98.91,26610,0
11/10/2015,0,1,0,0,0,0,1,99.39,99.1,99.6,99.05,23420,1
11/11/2015,1,0,0,0,0,0,0,99.158,99.2,99.335,98.88,27960,0
11/12/2015,1,0,0,0,0,0,0,98.712,98.885,99.395,98.5,44540,0
11/13/2015,0,0,0,0,0,0,0,99.097,98.645,99.3,98.62,35040,1
11/16/2015,0,1,1,0,1,1,1,99.538,99.06,99.545,98.97,31580,1
11/17/2015,0,0,0,0,0,0,0,99.7,99.475,99.835,99.455,27700,1
11/18/2015,1,1,0,0,1,0,0,99.745,99.755,99.965,99.4,32850,1
11/19/2015,1,1,0,1,0,1,1,99.064,99.47,99.52,98.795,39260,0
11/20/2015,0,1,0,0,1,0,1,99.624,99.18,99.705,99.075,30330,1
11/23/2015,0,1,1,1,0,0,0,99.855,99.68,100.065,99.58,28300,1
11/24/2015,1,1,1,1,0,0,1,99.59,99.785,99.845,99.515,23230,0
11/25/2015,0,1,1,0,0,1,1,99.83,99.61,100.23,99.365,6290,1
11/27/2015,0,0,0,0,0,0,0,100.073,99.93,100.255,99.7,14130,1
11/30/2015,0,0,0,0,0,0,0,100.21,100.115,100.36,100.02,22100,1
12/1/2015,1,0,0,0,0,1,0,99.84,100.25,100.255,99.755,26910,0
12/2/2015,0,0,0,0,1,0,0,100.02,99.87,100.545,99.835,37700,1
12/3/2015,1,1,1,1,1,1,1,97.634,100.09,100.6,97.59,125220,0
12/4/2015,0,0,0,1,0,1,1,98.343,98.015,98.615,97.75,55180,1
12/7/2015,0,0,0,1,0,0,0,98.669,98.33,98.905,98.27,29000,1
12/8/2015,1,0,1,0,0,0,0,98.468,98.745,98.765,98.355,23940,0
12/9/2015,1,0,0,1,0,1,1,97.334,98.485,98.51,97.21,49350,0
12/10/2015,0,0,0,0,1,0,0,97.96,97.365,97.98,97.365,39190,1
12/11/2015,1,0,0,0,0,0,1,97.551,97.98,98.195,97.325,14990,0
12/14/2015,1,0,1,0,1,1,1,97.469,97.725,97.87,97.565,900,0
12/15/2015,0,1,1,1,1,1,1,98.288,97.655,98.35,97.225,24920,1
12/16/2015,0,0,0,1,1,1,1,97.884,98.18,98.645,97.625,47390,0
12/17/2015,0,0,0,0,0,0,0,99.32,98.655,99.345,98.645,30970,1
12/18/2015,1,0,0,1,0,1,1,98.731,99.05,99.29,98.665,29690,0
12/21/2015,1,0,1,1,0,1,0,98.369,98.78,98.855,98.295,20930,0
12/22/2015,1,0,1,0,1,1,1,98.244,98.5,98.515,98.005,17750,0
12/23/2015,0,1,1,0,1,0,0,98.367,98.225,98.665,98.21,16790,1
12/24/2015,1,1,1,1,0,1,1,98.016,98.39,98.39,97.935,9150,0
12/28/2015,0,0,0,0,0,0,0,97.95,97.97,98.055,97.835,10770,0
12/29/2015,0,1,1,1,1,1,1,98.173,97.925,98.475,97.84,17180,1
12/30/2015,1,0,0,0,0,0,0,98.354,98.305,98.495,98.19,9830,1
12/31/2015,0,1,1,0,0,1,1,98.745,98.26,98.845,98.255,18780,1
1/4/2016,0,0,0,1,0,0,0,98.968,98.76,99.3,98.11,39010,1
1/5/2016,0,0,0,1,0,1,0,99.496,98.91,99.73,98.855,38360,1
1/6/2016,1,0,0,1,0,0,0,99.266,99.515,99.75,99.195,29730,0
1/7/2016,1,0,0,1,0,0,0,98.272,99.325,99.385,98.24,39140,0
1/8/2016,0,0,0,0,0,1,1,98.599,98.42,99.295,98.375,40220,1
1/11/2016,0,0,0,0,1,0,0,98.784,98.335,98.97,98.14,32090,1
1/12/2016,0,0,0,0,0,0,0,99.024,98.945,99.34,98.635,27240,1
1/13/2016,1,0,0,1,0,1,1,98.978,99.105,99.395,98.905,27270,0
1/14/2016,0,1,1,0,1,0,1,99.155,98.915,99.33,98.65,38490,1
1/15/2016,1,0,0,1,0,0,0,99.02,99.12,99.195,98.415,46070,0
1/19/2016,1,1,0,1,1,1,1,99.036,99.255,99.395,98.92,24180,1
1/20/2016,0,0,0,1,0,0,0,99.174,99.075,99.26,98.68,33760,1
1/21/2016,0,1,1,0,1,0,1,99.128,99.27,99.95,98.985,68450,0
1/22/2016,0,1,1,0,1,1,1,99.651,99.28,99.675,99.19,26440,1
1/25/2016,1,0,0,1,0,1,0,99.406,99.64,99.66,99.28,16690,0
1/27/2016,1,1,1,1,1,1,1,98.954,99.13,99.23,98.745,30070,0
1/28/2016,1,1,1,0,0,0,0,98.539,99.005,99.15,98.45,34540,0
